customer_id,gender,age,married,number_of_dependents,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_label,cltv
8580-QVLOC,Female,78,Yes,0,No,0,72,None,Yes,25.77,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0,0,1855.44,8295.69,Yes,5697
2012-NWRPA,Female,78,Yes,0,Yes,1,11,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0,0,14.08,1145.28,Yes,3172
8808-ELEHO,Male,66,No,0,No,0,8,None,Yes,5.02,Yes,Yes,Fiber Optic,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,0,0,40.16,626.11,Yes,3812
9058-CBREO,Female,69,No,0,No,0,1,None,Yes,22.56,Yes,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,50.55,0,0,22.56,73.11,Yes,3357
8063-GBATB,Female,74,No,0,No,0,27,None,Yes,31.17,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,2287.25,0,0,841.59,3128.84,Yes,5172
1069-XAIEM,Female,68,No,0,No,0,1,None,Yes,16.37,Yes,Yes,Fiber Optic,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,85.05,0,0,16.37,101.42,Yes,2975
6987-XQSJT,Female,68,No,0,No,0,54,None,Yes,45.77,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,4370.25,0,0,2471.5800000000004,6841.83,Yes,5684
0722-TROQR,Female,68,No,0,No,0,4,None,Yes,26.23,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,321.75,0,0,104.92,426.67,Yes,2122
6402-ZFPPI,Female,75,No,0,No,0,25,None,Yes,36.5,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.8,2660.2,0,0,912.5,3572.7,Yes,4969
9965-YOKZB,Male,73,No,0,No,0,9,None,Yes,10.04,Yes,Yes,Fiber Optic,13,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.85,790.15,0,0,90.35999999999999,880.51,Yes,3723
0504-HHAPI,Female,72,No,0,No,0,27,None,Yes,16.94,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,88.3,2467.75,0,0,457.38000000000005,2925.13,Yes,2420
3791-LGQCY,Female,68,Yes,0,Yes,1,56,None,Yes,33.81,Yes,Yes,Cable,29,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,100.65,5688.05,0,130,1893.3600000000001,7711.41,Yes,4803
8166-ZZTFS,Female,74,Yes,0,Yes,1,66,None,Yes,21.7,Yes,Yes,Cable,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,80.55,5265.1,0,0,1432.2,6697.3,Yes,4400
2956-GGUCQ,Male,71,Yes,0,Yes,1,24,None,Yes,2.05,Yes,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,1772.25,0,0,49.199999999999996,1821.45,Yes,3079
2778-OCLGR,Male,75,Yes,0,Yes,1,24,None,No,0,No,Yes,DSL,5,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,39.1,971.3,0,0,0,971.3,Yes,4591
7067-KSAZT,Female,66,Yes,0,Yes,1,65,None,Yes,18.69,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.25,6979.8,0,0,1214.8500000000001,8194.65,Yes,5965
9300-AGZNL,Male,76,No,0,No,0,1,None,Yes,21.85,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94,94,0,0,21.85,115.85,Yes,4176
1112-CUNAO,Female,67,No,0,No,0,15,Offer D,Yes,4.28,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,1424.95,0,0,64.2,1489.15,Yes,2668
3389-YGYAI,Female,79,No,0,No,0,8,None,Yes,45.16,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,829.55,0,0,361.28,1190.83,Yes,5546
3070-DVEYC,Male,78,No,0,No,0,7,None,Yes,32.4,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,73.75,545.15,0,0,226.79999999999998,771.9499999999999,Yes,5638
5707-ORNDZ,Male,79,No,0,No,0,9,Offer E,Yes,2.45,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.55,494.05,0,0,22.05,516.1,Yes,4656
8696-JKZNU,Female,78,No,0,No,0,37,Offer C,Yes,26.95,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,2841.55,0,0,997.15,3838.7000000000003,Yes,5859
2055-PDADH,Female,71,No,0,No,0,3,Offer E,Yes,2.26,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,204.7,0,0,6.779999999999999,211.48,Yes,2491
2302-ANTDP,Female,76,Yes,0,Yes,9,48,None,Yes,43.04,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,117.45,5438.9,0,0,2065.92,7504.82,Yes,5915
5233-GEEAX,Male,65,No,0,No,0,8,Offer E,No,0,No,Yes,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,0,0,0,221.9,Yes,5971
7137-RYLPP,Male,75,Yes,0,Yes,1,37,Offer C,Yes,46.61,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,3171.15,0,0,1724.57,4895.72,Yes,4712
3957-LXOLK,Female,75,No,0,No,0,28,Offer C,Yes,9.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0,0,270.76,3423.26,Yes,5030
5281-BUZGT,Male,69,No,0,No,0,36,Offer C,Yes,23.33,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,0,0,839.8799999999999,4026.58,Yes,5692
2718-GAXQD,Female,68,Yes,3,Yes,1,4,Offer E,Yes,42.13,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46,181.6,0,0,168.52,350.12,Yes,4797
3217-FZDMN,Female,66,No,0,No,0,8,Offer E,Yes,5.21,No,Yes,Fiber Optic,8,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,94.45,742.95,0,0,41.68,784.63,Yes,3676
7480-QNVZJ,Male,65,No,0,No,0,50,None,Yes,18.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.7,4816.7,0,0,946.0000000000001,5762.7,Yes,4287
7124-UGSUR,Female,77,Yes,0,Yes,1,61,None,Yes,35.11,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,104.4,6405,0,0,2141.71,8546.71,Yes,4412
1862-SKORY,Female,66,Yes,0,Yes,1,40,None,No,0,No,Yes,Cable,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.3,1637.4,0,0,0,1637.4,Yes,2296
4816-JBHOV,Male,72,No,0,No,0,2,Offer E,Yes,41.43,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0,0,82.86,176.56,Yes,4618
3247-ZVOUO,Male,77,Yes,0,No,0,10,Offer D,Yes,6.01,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,85.55,851.75,0,0,60.099999999999994,911.85,Yes,3336
1268-ASBGA,Female,66,Yes,0,Yes,1,16,Offer D,Yes,9.93,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,85.35,1375.15,0,0,158.88,1534.0300000000002,Yes,5769
4713-LZDRV,Female,80,No,0,No,0,2,Offer E,Yes,31.91,No,Yes,Cable,30,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,195.05,0,0,63.82,258.87,Yes,4322
4325-NFSKC,Male,68,No,0,No,0,19,Offer D,Yes,28.12,Yes,Yes,Fiber Optic,25,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1660,0,0,534.28,2194.2799999999997,Yes,2373
6502-HCJTI,Male,78,Yes,0,No,0,7,None,Yes,9.7,Yes,Yes,Fiber Optic,17,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.7,673.1,0,0,67.89999999999999,741,Yes,3591
8258-GSTJK,Male,74,No,0,No,0,3,None,Yes,48.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77,237.75,0,0,145.02,382.77,Yes,3128
2995-UPRYS,Female,74,Yes,0,Yes,1,40,None,Yes,19.76,No,Yes,Fiber Optic,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.2,4062.2,0,0,790.4000000000001,4852.6,Yes,5098
6686-YPGHK,Male,65,No,0,No,0,47,None,Yes,36.58,No,Yes,Fiber Optic,20,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,85.5,4042.3,0,50,1719.26,5811.56,Yes,3645
8020-BWHYL,Female,70,No,0,No,0,15,None,Yes,7.99,No,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,1147.45,0,0,119.85000000000001,1267.3,Yes,4526
6892-XPFPU,Male,70,Yes,0,Yes,3,24,Offer C,Yes,49.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2433.9,0,0,1194.24,3628.1400000000003,Yes,2104
8010-EZLOU,Male,75,No,0,No,0,15,None,Yes,12.08,Yes,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.2,1217.25,0,0,181.2,1398.45,Yes,4958
8062-YBDOE,Male,70,No,0,No,0,1,None,Yes,7.23,No,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0,0,7.23,76.88000000000001,Yes,5844
3672-YITQD,Male,71,Yes,0,Yes,1,36,Offer C,Yes,31.65,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,3021.6,0,0,1139.3999999999999,4161,Yes,2987
8988-ECPJR,Female,79,Yes,0,Yes,1,34,Offer C,Yes,25.84,Yes,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.6,2718.3,0,0,878.56,3596.86,Yes,3980
3776-EKTKM,Female,79,No,0,No,0,1,None,No,0,No,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36.45,36.45,0,0,0,36.45,Yes,5303
0643-OKLRP,Female,73,Yes,0,Yes,1,47,None,Yes,38.31,Yes,Yes,Fiber Optic,7,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.35,3825.85,0,90,1800.5700000000002,5716.42,Yes,5915
9381-NDKME,Female,74,Yes,0,Yes,1,24,Offer C,No,0,No,Yes,Cable,29,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,40.65,933.3,0,0,0,933.3,Yes,3843
8327-LZKAS,Female,80,Yes,0,Yes,1,43,None,Yes,13.84,Yes,Yes,Cable,18,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,107.55,4533.9,0,140,595.12,5269.0199999999995,Yes,4423
1075-BGWOH,Male,69,Yes,0,Yes,1,16,None,Yes,15.16,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1587.55,0,0,242.56,1830.11,Yes,3392
8485-GJCDN,Female,71,No,0,No,0,5,None,Yes,30.05,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,318.5,0,0,150.25,468.75,Yes,3368
6029-WTIPC,Male,73,No,0,No,0,37,Offer C,Yes,38.06,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,3744.05,0,0,1408.22,5152.27,Yes,4424
3317-HRTNN,Female,79,No,0,No,0,5,None,No,0,No,Yes,DSL,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.7,198,0,0,0,198,Yes,3561
5569-OUICF,Female,67,Yes,0,Yes,1,28,Offer C,Yes,16.43,Yes,Yes,Fiber Optic,20,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,101.3,2812.2,0,0,460.03999999999996,3272.24,Yes,4994
5747-PMBSQ,Male,72,Yes,0,Yes,1,10,None,Yes,11.12,No,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,934.1,0,100,111.19999999999999,1145.3,Yes,2415
2982-IHMFT,Female,75,No,0,No,0,1,None,Yes,39.61,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,74.45,0,0,39.61,114.06,Yes,4291
5143-EGQFK,Female,76,No,0,No,0,10,None,No,0,No,Yes,Cable,20,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.65,291.4,0,110,0,401.4,Yes,5702
6168-WFVVF,Female,69,No,0,No,0,3,None,Yes,5.54,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,235.5,0,0,16.62,252.12,Yes,5165
7450-NWRTR,Male,76,No,0,No,0,12,None,Yes,21.89,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.45,1200.15,0,0,262.68,1462.8300000000002,Yes,2819
6005-OBZPH,Female,68,No,0,No,0,26,Offer C,Yes,9.09,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2277.65,0,0,236.34,2513.9900000000002,Yes,4074
7932-WPTDS,Female,77,Yes,0,Yes,1,1,None,No,0,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.8,24.8,0,0,0,24.8,Yes,5377
7000-WCEVQ,Female,67,No,0,No,0,20,None,Yes,27.11,Yes,Yes,DSL,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,61.6,1174.35,0,0,542.2,1716.55,Yes,3866
5959-BELXA,Male,67,No,0,No,0,32,Offer C,Yes,25.45,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,96.15,3019.25,0,0,814.4,3833.65,Yes,2246
2506-TNFCO,Female,76,Yes,0,Yes,1,1,None,Yes,12.46,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0,0,12.46,82.00999999999999,Yes,5948
6060-DRTNL,Female,66,No,0,No,0,5,None,Yes,27.35,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,84.85,415.55,0,20,136.75,572.3,Yes,3305
8473-VUVJN,Male,80,No,0,No,0,1,None,Yes,39.88,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,73.65,0,0,39.88,113.53,Yes,5443
0196-VULGZ,Female,78,Yes,0,Yes,1,6,None,Yes,28.71,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0,0,172.26,647.16,Yes,5721
1976-CFOCS,Female,69,Yes,0,Yes,1,1,None,Yes,7.74,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46,46,0,0,7.74,53.74,Yes,4531
4631-OACRM,Male,78,No,0,No,0,15,None,Yes,17.23,No,Yes,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,1156.1,0,0,258.45,1414.55,Yes,3621
3755-JBMNH,Male,78,Yes,0,Yes,1,16,None,Yes,45.9,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.8,1167.8,0,0,734.4,1902.1999999999998,Yes,3327
6345-ULYRW,Male,68,Yes,0,Yes,1,44,None,Yes,24.62,Yes,Yes,Cable,14,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,88.4,3912.9,0,0,1083.28,4996.18,Yes,2674
0013-EXCHZ,Female,75,Yes,0,Yes,3,3,None,Yes,7.38,No,Yes,Fiber Optic,11,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,83.9,267.4,0,0,22.14,289.53999999999996,Yes,3464
5550-VFRLC,Female,70,No,0,No,0,1,None,Yes,43.45,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.85,69.85,0,40,43.45,153.3,Yes,5056
2657-ALMWY,Female,65,Yes,0,Yes,1,26,Offer C,Yes,18.26,No,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.95,2169.75,0,0,474.76000000000005,2644.51,Yes,4316
6284-AHOOQ,Male,71,No,0,No,0,22,None,Yes,46.11,Yes,Yes,Fiber Optic,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.5,1910.6,0,0,1014.42,2925.02,Yes,5014
2460-FPSYH,Female,72,No,0,No,0,40,None,No,0,No,Yes,Cable,6,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.8,2109.35,0,80,0,2189.35,Yes,4272
5028-HTLJB,Male,69,No,0,No,0,1,Offer E,Yes,19.87,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0,0,19.87,39.92,Yes,3491
0875-CABNR,Female,70,No,0,No,0,10,None,Yes,16.85,No,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,865.55,0,0,168.5,1034.05,Yes,3320
6982-UQZLY,Female,80,Yes,0,Yes,1,1,Offer E,Yes,22.86,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.85,20.85,0,0,22.86,43.71,Yes,3817
0193-ESZXP,Female,73,Yes,0,Yes,1,58,None,Yes,16.94,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,0,0,982.5200000000001,7188.02,Yes,5067
4369-HTUIF,Male,73,No,0,No,0,6,Offer E,Yes,29.41,No,Yes,Fiber Optic,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.15,503.6,0,0,176.46,680.0600000000001,Yes,5831
5287-QWLKY,Male,79,Yes,0,Yes,1,71,None,Yes,44.66,Yes,Yes,Fiber Optic,8,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.1,7548.1,0,0,3170.8599999999997,10718.96,Yes,5725
1891-UAWWU,Female,79,Yes,0,Yes,1,20,None,Yes,4.77,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.8,1951,0,0,95.39999999999999,2046.4,Yes,2312
3096-JRDSO,Female,73,Yes,0,Yes,5,27,Offer C,Yes,10.19,Yes,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,2867.75,0,0,275.13,3142.88,Yes,3444
2398-YPMUR,Female,77,Yes,0,Yes,2,13,None,Yes,37.86,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.15,916.75,0,90,492.18,1498.93,Yes,5101
1265-XTECC,Female,68,Yes,0,Yes,5,68,None,Yes,1.98,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card,96.55,6581.9,0,0,134.64,6716.54,Yes,5957
4871-JTKJF,Female,70,No,0,No,0,1,None,Yes,31.13,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0,0,31.13,100.78,Yes,4741
1415-YFWLT,Female,68,No,0,No,0,1,Offer E,Yes,30.23,No,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.3,89.3,0,0,30.23,119.53,Yes,3067
3500-RMZLT,Female,76,No,0,No,0,15,None,Yes,19.11,No,Yes,Fiber Optic,8,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,96.3,1426.75,0,150,286.65,1863.4,Yes,2933
2642-DTVCO,Male,68,No,0,No,0,9,Offer E,Yes,12.18,Yes,Yes,Fiber Optic,6,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.05,746.5,0,30,109.62,886.12,Yes,5095
1363-TXLSL,Male,80,Yes,0,No,0,1,Offer E,Yes,39.1,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0,0,39.1,109.4,Yes,4962
7136-RVDTZ,Male,79,No,0,No,0,70,None,No,0,No,Yes,DSL,20,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,45.25,3264.45,0,0,0,3264.45,Yes,5824
6927-WTFIV,Male,78,No,0,No,0,20,Offer D,Yes,5.71,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71.3,1389.2,0,0,114.2,1503.4,Yes,3684
3398-ZOUAA,Male,76,Yes,0,Yes,1,21,Offer D,Yes,19.74,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,1474.75,0,0,414.53999999999996,1889.29,Yes,3853
4844-JJWUY,Female,65,No,0,No,0,1,Offer E,Yes,28.82,No,Yes,Fiber Optic,22,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,86,0,0,28.82,114.82,Yes,5359
4785-QRJHC,Male,80,Yes,0,Yes,1,46,None,No,0,No,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,59.9,2816.65,0,150,0,2966.65,Yes,4011
1965-AKTSX,Female,65,No,0,No,0,14,Offer D,Yes,16.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,1101.85,0,0,229.04,1330.8899999999999,Yes,5203
7248-VZQLC,Female,78,No,0,No,0,47,None,Yes,16.83,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,3969.35,0,0,791.0099999999999,4760.36,Yes,4661
0011-IGKFF,Male,78,Yes,0,Yes,1,13,Offer D,Yes,27.82,No,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98,1237.85,0,0,361.66,1599.51,Yes,3714
6496-SLWHQ,Male,68,No,0,No,0,3,Offer E,Yes,35.43,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105,294.45,0,0,106.28999999999999,400.74,Yes,5960
9912-GVSEQ,Female,73,Yes,0,Yes,1,26,Offer C,Yes,9.28,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,2381.55,0,0,241.27999999999997,2622.83,Yes,2591
5383-MMTWC,Female,75,Yes,0,Yes,1,8,None,Yes,46.05,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,613.4,0,0,368.4,981.8,Yes,4819
6877-LGWXO,Male,66,Yes,0,Yes,1,18,Offer D,Yes,4.98,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.55,1422.65,0,0,89.64000000000001,1512.2900000000002,Yes,3521
5167-GBFRE,Male,73,No,0,No,0,4,Offer E,No,0,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,102.5,0,0,0,102.5,Yes,4694
1324-NLTJE,Female,73,No,0,No,0,15,Offer D,Yes,17.19,Yes,Yes,DSL,19,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55,757.1,0,0,257.85,1014.95,Yes,3167
5567-WSELE,Male,70,Yes,0,Yes,1,3,Offer E,Yes,32.31,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,279.55,0,0,96.93,376.48,Yes,3019
6646-VRFOL,Male,74,Yes,0,Yes,1,53,None,Yes,39.36,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5485.5,0,0,2086.08,7571.58,Yes,5860
9090-SGQXL,Male,70,Yes,0,Yes,1,68,None,Yes,47.17,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,7299.65,0,0,3207.56,10507.21,Yes,6284
